x,y,v
38,122,18
38,124,16
38,126,15
38,128,13
38,130,12
38,132,11
38,134,10
38,136,9
38,138,8
38,140,7
38,142,7
38,144,6
38,146,6
38,148,5
40,0,4
40,2,4
40,4,4
40,6,4
40,8,4
40,10,4
40,12,4
40,14,5
40,16,5
40,18,5
40,20,6
40,22,6
40,24,7
40,26,7
40,28,8
40,30,9
40,32,10
40,34,10
40,36,12
40,38,12
40,40,14
40,42,15
40,44,16
40,46,18
40,48,20
40,50,22
40,52,24
40,54,26
40,56,28
40,58,30
40,60,33
40,62,35
40,64,37
40,66,39
40,68,42
40,70,44
40,72,46
40,74,47
40,76,49
40,78,50
40,80,51
40,82,51
40,84,52
40,86,52
40,88,52
40,90,51
40,92,50
40,94,49
40,96,47
40,98,46
40,100,44
40,102,42
40,104,40
40,106,38
40,108,35
40,110,33
40,112,31
40,114,28
40,116,26
40,118,24
40,120,22
40,122,20
40,124,18
40,126,16
40,128,15
40,130,13
40,132,12
40,134,11
40,136,10
40,138,9
40,140,8
40,142,7
40,144,7
40,146,6
40,148,5
42,0,4
42,2,4
42,4,4
42,6,4
42,8,4
42,10,4
42,12,5
42,14,5
42,16,5
42,18,6
42,20,6
42,22,7
42,24,7
42,26,8
42,28,8
42,30,9
42,32,10
42,34,11
42,36,12
42,38,14
42,40,15
42,42,16
42,44,18
42,46,20
42,48,22
42,50,24
42,52,26
42,54,28
42,56,31
42,58,33
42,60,36
42,62,38
42,64,41
42,66,43
42,68,45
42,70,48
42,72,50
42,74,52
42,76,53
42,78,55
42,80,55
42,82,56
42,84,56
42,86,57
42,88,56
42,90,56
42,92,54
42,94,53
42,96,51
42,98,50
42,100,48
42,102,46
42,104,43
42,106,41
42,108,38
42,110,36
42,112,33
42,114,30
42,116,28
42,118,26
42,120,24
42,122,22
42,124,20
42,126,18
42,128,16
42,130,14
42,132,13
42,134,12
42,136,11
42,138,10
42,140,9
42,142,8
42,144,7
42,146,7
42,148,6
44,0,4
44,2,4
44,4,4
44,6,4
44,8,5
44,10,5
44,12,5
44,14,5
44,16,6
44,18,6
44,20,7
44,22,7
44,24,8
44,26,8
44,28,9
44,30,10
44,32,11
44,34,12
44,36,13
44,38,14
44,40,16
44,42,18
44,44,19
44,46,21
44,48,23
44,50,25
44,52,28
44,54,30
44,56,33
44,58,36
44,60,38
44,62,41
44,64,43
44,66,46
44,68,49
44,70,51
44,72,53
44,74,56
44,76,57
44,78,59
44,80,59
44,82,60
44,84,61
44,86,60
44,88,60
44,90,60
44,92,58
44,94,57
44,96,55
44,98,53
44,100,51
44,102,49
44,104,46
44,106,44
44,108,41
44,110,38
44,112,35
44,114,33
44,116,30
44,118,27
44,120,25
44,122,23
44,124,21
44,126,19
44,128,17
44,130,16
44,132,14
44,134,13
44,136,11
44,138,10
44,140,9
44,142,8
44,144,8
44,146,7
44,148,7
46,0,4
46,2,4
46,4,4
46,6,5
46,8,5
46,10,5
46,12,5
46,14,6
46,16,6
46,18,6
46,20,7
46,22,7
46,24,8
46,26,9
46,28,10
46,30,10
46,32,12
46,34,13
46,36,14
46,38,16
46,40,17
46,42,19
46,44,20
46,46,22
46,48,25
46,50,27
46,52,30
46,54,32
46,56,35
46,58,38
46,60,41
46,62,43
46,64,46
46,66,49
46,68,51
46,70,54
46,72,56
46,74,58
46,76,60
46,78,62
46,80,63
46,82,64
46,84,64
46,86,64
46,88,64
46,90,63
46,92,61
46,94,60
46,96,58
