x,y,v
164,108,-40
164,112,-39
164,116,-38
164,120,-38
164,124,-38
164,128,-37
164,132,-37
164,136,-37
164,140,-36
164,144,-35
164,148,-35
168,0,-20
168,4,-22
168,8,-20
168,12,-20
168,16,-18
168,20,-18
168,24,-17
168,28,-17
168,32,-14
168,36,-14
168,40,-15
168,44,-16
168,48,-16
168,52,-17
168,56,-19
168,60,-21
168,64,-22
168,68,-22
168,72,-23
168,76,-24
168,80,-26
168,84,-27
168,88,-27
168,92,-28
168,96,-29
168,100,-29
168,104,-29
168,108,-29
168,112,-30
168,116,-30
168,120,-31
168,124,-31
168,128,-31
168,132,-31
168,136,-31
168,140,-31
168,144,-31
168,148,-30
172,0,-32
172,4,-32
172,8,-32
172,12,-31
172,16,-31
172,20,-30
172,24,-29
172,28,-29
172,32,-28
172,36,-26
172,40,-26
172,44,-26
172,48,-25
172,52,-25
172,56,-25
172,60,-24
172,64,-24
172,68,-24
172,72,-24
172,76,-25
172,80,-25
172,84,-26
172,88,-26
172,92,-26
172,96,-26
172,100,-26
172,104,-26
172,108,-27
172,112,-26
172,116,-26
172,120,-27
172,124,-26
172,128,-27
172,132,-26
172,136,-26
172,140,-26
172,144,-26
172,148,-26
176,0,-27
176,4,-26
176,8,-26
176,12,-26
176,16,-26
176,20,-27
176,24,-26
176,28,-27
176,32,-26
176,36,-26
176,40,-26
176,44,-26
176,48,-26
176,52,-26
176,56,-26
176,60,-26
176,64,-27
176,68,-26
176,72,-26
176,76,-26
176,80,-26
176,84,-26
176,88,-26
176,92,-26
176,96,-26
176,100,-26
176,104,-26
176,108,-26
176,112,-26
176,116,-26
176,120,-26
176,124,-26
176,128,-26
176,132,-26
176,136,-27
176,140,-26
176,144,-26
176,148,-26
180,0,-26
180,4,-26
180,8,-26
180,12,-26
180,16,-26
180,20,-26
180,24,-26
180,28,-26
180,32,-26
180,36,-26
180,40,-26
180,44,-26
180,48,-26
180,52,-26
180,56,-26
180,60,-26
180,64,-26
180,68,-26
180,72,-26
180,76,-26
180,80,-26
180,84,-26
180,88,-26
180,92,-26
180,96,-26
180,100,-26
180,104,-26
180,108,-26
180,112,-26
180,116,-26
180,120,-26
180,124,-26
180,128,-26
180,132,-26
180,136,-26
180,140,-26
180,144,-26
180,148,-26
184,0,-26
184,4,-26
184,8,-26
184,12,-26
184,16,-26
184,20,-26
184,24,-26
184,28,-26
184,32,-27
184,36,-26
184,40,-27
184,44,-27
184,48,-26
184,52,-26
184,56,-26
184,60,-26
184,64,-27
184,68,-26
184,72,-26
184,76,-26
184,80,-26
184,84,-26
184,88,-26
184,92,-26
184,96,-27
184,100,-26
184,104,-26
184,108,-26
184,112,-26
184,116,-26
184,120,-26
184,124,-26
184,128,-26
184,132,-26
184,136,-26
184,140,-26
184,144,-26
184,148,-26
188,0,-26
188,4,-26
188,8,-26
188,12,-26
188,16,-26
188,20,-26
188,24,-26
188,28,-26
188,32,-26
188,36,-26
188,40,-26
188,44,-26
188,48,-26
188,52,-26
188,56,-27
188,60,-26
188,64,-26
188,68,-26
188,72,-26
188,76,-26
188,80,-26
188,84,-26
188,88,-26
188,92,-26
188,96,-26
188,100,-26
188,104,-26
188,108,-26
188,112,-26
188,116,-26
188,120,-26
188,124,-26
188,128,-26
188,132,-26
188,136,-26
188,140,-26
188,144,-26
188,148,-26
192,0,-26
192,4,-27
192,8,-26
192,12,-26
192,16,-26
192,20,-26
192,24,-26
192,28,-26
192,32,-26
192,36,-26
192,40,-26
192,44,-26
192,48,-26
192,52,-26
192,56,-26
192,60,-26
192,64,-26
192,68,-26
192,72,-27
192,76,-26
192,80,-26
192,84,-26
192,88,-26
192,92,-26
